dashboard_id,category,sheet_name,mark_type,status,rule_id,severity,problem,fix,field_name,aggregation,field_type,shelf,annotator_label,notes
marketing/Email Marketing Report,marketing,CR By Month Bar,bar,Clean,,,,,,,,,,
marketing/Email Marketing Report,marketing,CR By Year,circle,Clean,,,,,,,,,,
marketing/Email Marketing Report,marketing,CR Pie By Campaign,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_1305480966758608916' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_1305480966758608916,usr,quantitative,rows,,
marketing/Email Marketing Report,marketing,Conversion R Pie By Campaign,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_1305480966758608916' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_1305480966758608916,usr,quantitative,rows,,
marketing/Email Marketing Report,marketing,Conversion Time,bar,Clean,,,,,,,,,,
marketing/Email Marketing Report,marketing,OR By Month,area,Clean,,,,,,,,,,
marketing/Email Marketing Report,marketing,OR Pie By Campaign,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_1305480966758608916' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_1305480966758608916,usr,quantitative,rows,,
marketing/Email Marketing Report,marketing,Profit By Year,circle,Clean,,,,,,,,,,
marketing/Email Marketing Report,marketing,Rates by Campaign Table,bar,Clean,,,,,,,,,,
marketing/Email Marketing Report,marketing,Revenue by Campaign,bar,Clean,,,,,,,,,,
marketing/Email Marketing Report,marketing,Reveue by Month,bar,Clean,,,,,,,,,,
marketing/Email Marketing Report,marketing,Sends by Month Line - Desktop,circle,Clean,,,,,,,,,,
marketing/Email Marketing Report,marketing,Transactions Over Time,bar,Clean,,,,,,,,,,
marketing/Marketing Activity Calendar,marketing,Number of Activities by Date,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,AB testing,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,CTR,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,Campaign details,line,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,campaign & channel,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,campaign summary,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,campaign summary (2),bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,channel %,text,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,channel chart,area,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,channel chart (2),bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,conversion rate,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,conversions,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,correlation,circle,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,heatmap,square,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,impressions,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,response rate,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,segment,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,sent mail,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,tot campaign,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard (1),marketing,total spend,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard,marketing,2- Line chart,line,Clean,,,,,,,,,,
marketing/Marketing Campaign Dashboard,marketing,4- Bar1,bar,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Bounce Rate' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Bounce Rate,sum,quantitative,rows,,
marketing/Marketing Campaign Dashboard,marketing,4- Bar2,bar,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Bounce Rate' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Bounce Rate,sum,quantitative,rows,,
marketing/Marketing Campaign Dashboard,marketing,4- Bar3,bar,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Bounce Rate' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Bounce Rate,sum,quantitative,rows,,
marketing/Marketing Campaign Dashboard,marketing,4- Bar4,bar,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Bounce Rate' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Bounce Rate,sum,quantitative,rows,,
marketing/Marketing Campaign Dashboard,marketing,4- Bar5,bar,Flagged,M9_sum_on_ratio_field,WARNING,SUM is applied to 'Bounce Rate' which appears to be a ratio or percentage field. Summing ratios does not produce a meaningful result.,Use AVG instead of SUM for ratio and percentage fields.,Bounce Rate,sum,quantitative,rows,,
marketing/Marketing Campaign Efficiency Dashboard #VOTD,marketing,channel clicks,bar,Flagged,M4_numeric_agg_on_ordinal,WARNING,Field 'Clicks' is ordinal (ordered category) but SUM is applied. Numeric aggregation on ordinal data can produce misleading results.,"Use COUNT or MEDIAN, or verify the field should be quantitative.",Clicks,sum,ordinal,cols,,
marketing/Marketing Campaign Efficiency Dashboard #VOTD,marketing,channel conversion,bar,Flagged,M4_numeric_agg_on_ordinal,WARNING,Field 'Conversions' is ordinal (ordered category) but SUM is applied. Numeric aggregation on ordinal data can produce misleading results.,"Use COUNT or MEDIAN, or verify the field should be quantitative.",Conversions,sum,ordinal,cols,,
marketing/Marketing Campaign Efficiency Dashboard #VOTD,marketing,channel impression,bar,Flagged,M4_numeric_agg_on_ordinal,WARNING,Field 'Impressions (copy)_245798080569880651' is ordinal (ordered category) but SUM is applied. Numeric aggregation on ordinal data can produce misleading results.,"Use COUNT or MEDIAN, or verify the field should be quantitative.",Impressions (copy)_245798080569880651,sum,ordinal,cols,,
marketing/Marketing Campaign Efficiency Dashboard #VOTD,marketing,channel sign ups,bar,Flagged,M4_numeric_agg_on_ordinal,WARNING,Field 'Sign_ups' is ordinal (ordered category) but SUM is applied. Numeric aggregation on ordinal data can produce misleading results.,"Use COUNT or MEDIAN, or verify the field should be quantitative.",Sign_ups,sum,ordinal,cols,,
marketing/Marketing Campaign Efficiency Dashboard #VOTD,marketing,correlation,circle,Clean,,,,,,,,,,
marketing/Marketing Campaign Efficiency Dashboard #VOTD,marketing,funnel2,line,Clean,,,,,,,,,,
marketing/Marketing Campaign Efficiency Dashboard #VOTD,marketing,table,text,Flagged,M4_numeric_agg_on_ordinal,WARNING,Field 'Session_Duration' is ordinal (ordered category) but SUM is applied. Numeric aggregation on ordinal data can produce misleading results.,"Use COUNT or MEDIAN, or verify the field should be quantitative.",Session_Duration,sum,ordinal,rows,,
marketing/Marketing Campaign Efficiency Dashboard #VOTD,marketing,table bar,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Performance Dashboard #VOTD,marketing,Activity Type,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Performance Dashboard #VOTD,marketing,Activity Type Campaigns,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Performance Dashboard #VOTD,marketing,CPC Bar,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Performance Dashboard #VOTD,marketing,Campaign Duration Histogram,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Performance Dashboard #VOTD,marketing,Campaign Line,line,Clean,,,,,,,,,,
marketing/Marketing Campaign Performance Dashboard #VOTD,marketing,Clicks Bar,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Performance Dashboard #VOTD,marketing,Conv. Bar,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Performance Dashboard #VOTD,marketing,HeatMap of metrics,square,Clean,,,,,,,,,,
marketing/Marketing Campaign Performance Dashboard #VOTD,marketing,Impressions Bar,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Performance Dashboard #VOTD,marketing,ROI Bar,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Performance Dashboard #VOTD,marketing,Revenue Bar,bar,Clean,,,,,,,,,,
marketing/Marketing Campaign Performance Dashboard #VOTD,marketing,Source,bar,Clean,,,,,,,,,,
