dashboard_id,category,sheet_name,mark_type,status,rule_id,severity,problem,fix,field_name,aggregation,field_type,shelf,annotator_label,notes
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,Distinct Products Sold KPI - Perf Card (line chart),line,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,Inventory Turnover KPI - Perf Card (3),bar,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,Inventory Turnover KPI - Perf Card (bar chart),line,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,POS KPIs,bar,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,POS KPIs (2),bar,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,POS KPIs (3),bar,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,POS KPIs (4),bar,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,POS Top Products,bar,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,POS Top Products (3),bar,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,POS Top Stores,bar,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,POS Top Stores (2),bar,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,Perf - Analysis Scope (2),circle,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,Sales per Store KPI - Perf Card,line,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,Sales per Store KPI - Perf Card (3),bar,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,Total On-Hand Amount KPI - Perf Card,line,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,Total On-Hand Amount KPI - Perf Card (3),bar,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,Total Sales KPI - Perf Card MCur,line,Clean,,,,,,,,,,
sales/RETAIL - POS - Point of Sales Dashboard - Redesign,sales,Total Sales KPI - Perf Card MCur (3),bar,Clean,,,,,,,,,,
sales/Sales - Sales vs Quota (Tableau Accelerators Remake) #VOTD,sales,AVG M Trend,bar,Clean,,,,,,,,,,
sales/Sales - Sales vs Quota (Tableau Accelerators Remake) #VOTD,sales,AVG Q Trend,bar,Clean,,,,,,,,,,
sales/Sales - Sales vs Quota (Tableau Accelerators Remake) #VOTD,sales,AVG Y Trend,bar,Clean,,,,,,,,,,
sales/Sales - Sales vs Quota (Tableau Accelerators Remake) #VOTD,sales,Averages M,square,Clean,,,,,,,,,,
sales/Sales - Sales vs Quota (Tableau Accelerators Remake) #VOTD,sales,Averages Q ,square,Clean,,,,,,,,,,
sales/Sales - Sales vs Quota (Tableau Accelerators Remake) #VOTD,sales,Averages Y,square,Clean,,,,,,,,,,
sales/Sales - Sales vs Quota (Tableau Accelerators Remake) #VOTD,sales,Cost Center,bar,Clean,,,,,,,,,,
sales/Sales - Sales vs Quota (Tableau Accelerators Remake) #VOTD,sales,MTD % Diff,bar,Clean,,,,,,,,,,
sales/Sales - Sales vs Quota (Tableau Accelerators Remake) #VOTD,sales,MTD Trend,line,Clean,,,,,,,,,,
sales/Sales - Sales vs Quota (Tableau Accelerators Remake) #VOTD,sales,Table,circle,Clean,,,,,,,,,,
sales/Sales - Sales vs Quota (Tableau Accelerators Remake) #VOTD,sales,YTD % Diff,bar,Clean,,,,,,,,,,
sales/Sales - Sales vs Quota (Tableau Accelerators Remake) #VOTD,sales,YTD Trend,line,Clean,,,,,,,,,,
sales/Sales Activity by Rep - Scorecard,sales,Learn More,circle,Clean,,,,,,,,,,
sales/Sales Activity by Rep - Scorecard,sales,Viz in Tooltip,bar,Flagged,M8_sum_on_identifier,WARNING,SUM is applied to 'Number of Records' which appears to be an identifier or code field. Summing identifiers produces a meaningless total.,"Use COUNT or COUNT DISTINCT to count records, not SUM.",Number of Records,sum,quantitative,rows,,
sales/Sales Analysis Dashboard #VOTD,sales,Customer Analysis | Order Amount vs Avg Discount,circle,Clean,,,,,,,,,,
sales/Sales Analysis Dashboard #VOTD,sales,Region by Order Amount,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_3189744815580454938' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_3189744815580454938,sum,quantitative,cols,,
sales/Sales Analysis Dashboard #VOTD,sales,Sales Channel by Order Amount,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_3189744815580454938' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_3189744815580454938,sum,quantitative,cols,,
sales/Sales Analysis Dashboard #VOTD,sales,Sales Distribution by Customer,square,Clean,,,,,,,,,,
sales/Sales Analysis Dashboard #VOTD,sales,Top 5 Sales Person by Order Amount,bar,Clean,,,,,,,,,,
sales/Sales Analysis Dashboard #VOTD,sales,Top Categories by Order Amount,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_3189744815580454938' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_3189744815580454938,sum,quantitative,cols,,
sales/Sales Commission Model,sales,Cost of Seller Pay,text,Clean,,,,,,,,,,
sales/Sales Commission Model,sales,Sales Planning,bar,Clean,,,,,,,,,,
sales/Sales Dashboard Ver 01,sales,Monthly,bar,Clean,,,,,,,,,,
sales/Sales Dashboard Ver 01,sales,Scater,circle,Clean,,,,,,,,,,
sales/Sales Dashboard Ver.02,sales,Monthly,bar,Clean,,,,,,,,,,
sales/Sales Dashboard _ #VOTD,sales,Order Bar,bar,Clean,,,,,,,,,,
sales/Sales Dashboard _ #VOTD,sales,Profit Bar,bar,Clean,,,,,,,,,,
sales/Sales Dashboard _ #VOTD,sales,Profit Margin,line,Clean,,,,,,,,,,
sales/Sales Dashboard _ #VOTD,sales,Quantity Bar,bar,Clean,,,,,,,,,,
sales/Sales Dashboard _ #VOTD,sales,SA;ES VS COGS,bar,Clean,,,,,,,,,,
sales/Sales Dashboard _ #VOTD,sales,Sales Bar,bar,Clean,,,,,,,,,,
sales/Sales Dashboard _ #VOTD,sales,Sales by region,square,Clean,,,,,,,,,,
sales/Sales Dashboard _ #VOTD,sales,Sales vs Profit by segment,bar,Clean,,,,,,,,,,
sales/Sales Forecast Dashboard,sales,Forecasting Large Deals,text,Clean,,,,,,,,,,
sales/Sales Forecast Dashboard,sales,Near Term - Figures,text,Clean,,,,,,,,,,
sales/Sales Forecast Dashboard,sales,Pull Forward,text,Clean,,,,,,,,,,
sales/Sales Forecast Dashboard,sales,Sheet 14,circle,Clean,,,,,,,,,,
sales/Sales Forecast Dashboard,sales,Unseen Monthly New,bar,Clean,,,,,,,,,,
sales/Sales Forecast Dashboard,sales,Upside,text,Clean,,,,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,Conversion Rate,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_2887722167013814312' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_2887722167013814312,sum,quantitative,rows,,
sales/Sales Funnel Dashboard _ VOTD,sales,Number of Open Oppty,bar,Clean,,,,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,T_# of Open Oppty,area,Flagged,M8_sum_on_identifier,WARNING,SUM is applied to 'Number of Open Opportunities' which appears to be an identifier or code field. Summing identifiers produces a meaningless total.,"Use COUNT or COUNT DISTINCT to count records, not SUM.",Number of Open Opportunities,sum,quantitative,rows,,
sales/Sales Funnel Dashboard _ VOTD,sales,T_Avg.Age of Oppty,area,Clean,,,,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,T_Avg.Deal Size,area,Clean,,,,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,T_Conversion Rate,area,Clean,,,,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,T_Total Expected Amount,area,Clean,,,,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,T_Won Rate,area,Clean,,,,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,Top 10 Opp.,square,Clean,,,,,,,,,,
sales/Sales Funnel Dashboard _ VOTD,sales,Won Rate,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_2887722166790242333' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_2887722166790242333,sum,quantitative,cols,,
sales/Sales Funnel Dashboard _ VOTD,sales,conversion,bar,Clean,,,,,,,,,,
sales/Sales Growth Dashboard (1),sales,QuaterSaleGrowth,bar,Clean,,,,,,,,,,
sales/Sales Growth Dashboard,sales,Sheet 2,bar,Clean,,,,,,,,,,
sales/Sales Onboarding_ Ramp Time Dashboard,sales,Ramp to X - sheet,line,Clean,,,,,,,,,,
sales/Sales Onboarding_ Ramp Time Dashboard,sales,Time-Bound Performance: 90-180-270 Days Out,bar,Clean,,,,,,,,,,
sales/Sales Onboarding_ Ramp Time Dashboard,sales,Time-Bound Performance: 90-180-270 Days Out (2),bar,Clean,,,,,,,,,,
sales/Sales Onboarding_ Time-Bound Performance Dashboard,sales,Ramp to X - sheet,line,Clean,,,,,,,,,,
sales/Sales Onboarding_ Time-Bound Performance Dashboard,sales,Time-Bound Performance: 90-180-270 Days Out,bar,Clean,,,,,,,,,,
sales/Sales Onboarding_ Time-Bound Performance Dashboard,sales,Time-Bound Performance: 90-180-270 Days Out (2),bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,BAN bar 1 (part 2),bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,BAN bar 2 (part 2),bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,BAN bar 3 (part 2),bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,BAN bar 4 (part 2),bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,BAN bar 5 (part 2),bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,BAN bar 6 (part 2),bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,BAN text 1 (part 2),text,Clean,,,,,,,,,,
sales/Sales Overview,sales,BAN text 2 (part 2),text,Clean,,,,,,,,,,
sales/Sales Overview,sales,BAN text 3 (part 2),text,Clean,,,,,,,,,,
sales/Sales Overview,sales,BAN text 4 (part 2),text,Clean,,,,,,,,,,
sales/Sales Overview,sales,BAN text 5 (part 2),text,Clean,,,,,,,,,,
sales/Sales Overview,sales,BAN text 6 (part 2),text,Clean,,,,,,,,,,
sales/Sales Overview,sales,Consumer - Sales over time,bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,Corporate - Sales over time,bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,Home Office - Sales over time,bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,Y-O-Y BAN Box 1 (part 1),bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,Y-O-Y BAN Box 2 (part 1),bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,Y-O-Y BAN Box 3 (part 1),bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,Y-O-Y BAN Box 4 (part 1),bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,Y-O-Y BAN Box 5 (part 1),bar,Clean,,,,,,,,,,
sales/Sales Overview,sales,Y-O-Y BAN Box 6 (part 1),bar,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,1-a Open opp - Part of Whole,bar,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,1-b Won Opp - Part of Whole,bar,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,1-c Lost Opp Part of Whole,bar,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,1-r Trend Total Amount,bar,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,2-m #Opp per Stage %,circle,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,2-n #Opp per Stage Absolute,bar,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,3-a Win rate KPI,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_1176002458890838116' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_1176002458890838116,usr,quantitative,rows,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,3-b Win rate details,bar,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,3-c Conversion rate KPI,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_1176002458890838116' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_1176002458890838116,usr,quantitative,rows,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,3-d Conversion rate details,bar,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,3-e Sales ranking per targets,bar,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard _ #VOTD,sales,3-f Sales distribution per Opp.,circle,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard,sales,Learn More,circle,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard,sales,Partner Involvement,square,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard,sales,Pipeline Calendar New,square,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard,sales,Pipeline by Rep,bar,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard,sales,Primary Competitor,square,Clean,,,,,,,,,,
sales/Sales Pipeline Dashboard,sales,Product Category,square,Clean,,,,,,,,,,
sales/Sales Quota Attainment,sales,QuotaSales,bar,Clean,,,,,,,,,,
sales/Sales Quota Attainment,sales,SalesQuantitybyCustomer,circle,Clean,,,,,,,,,,
sales/Sales Segmentation Dashboard,sales,BusinessMix,bar,Clean,,,,,,,,,,
sales/Sales Segmentation Dashboard,sales,By IndustryCountryState,circle,Clean,,,,,,,,,,
sales/Sales Segmentation Dashboard,sales,Product Mix,bar,Clean,,,,,,,,,,
sales/Sales Summary,sales,Baseline,line,Clean,,,,,,,,,,
sales/Sales Summary,sales,QTDSummary,text,Clean,,,,,,,,,,
sales/Sales Summary,sales,RevenueOverview,bar,Clean,,,,,,,,,,
sales/Salesforce - Sales Performance,sales,AccountHistoryRunningTotal,area,Clean,,,,,,,,,,
sales/Salesforce - Sales Performance,sales,AccountHistoryTransactions,circle,Clean,,,,,,,,,,
sales/Salesforce - Sales Performance,sales,Baseline,line,Clean,,,,,,,,,,
sales/Salesforce - Sales Performance,sales,BusinessMix,bar,Clean,,,,,,,,,,
sales/Salesforce - Sales Performance,sales,By IndustryCountryState,circle,Clean,,,,,,,,,,
sales/Salesforce - Sales Performance,sales,Product Mix,bar,Clean,,,,,,,,,,
sales/Salesforce - Sales Performance,sales,QTDSummary,text,Clean,,,,,,,,,,
sales/Salesforce - Sales Performance,sales,QuarterlySalesGrowth,bar,Clean,,,,,,,,,,
sales/Salesforce - Sales Performance,sales,QuotaSales,bar,Clean,,,,,,,,,,
sales/Salesforce - Sales Performance,sales,RevenueOverview,bar,Clean,,,,,,,,,,
sales/Salesforce - Sales Performance,sales,SalesQuantitybyCustomer,circle,Clean,,,,,,,,,,
sales/Sample Soft Drink Sales,sales,Sales | By Category,bar,Clean,,,,,,,,,,
sales/Sample Soft Drink Sales,sales,Sales | By Customer,bar,Clean,,,,,,,,,,
sales/Sample Soft Drink Sales,sales,Sales | By Manufacturer,bar,Clean,,,,,,,,,,
sales/Sample Soft Drink Sales,sales,Sales | By Product,bar,Clean,,,,,,,,,,
sales/Sample Soft Drink Sales,sales,Sales | By Segment,bar,Clean,,,,,,,,,,
sales/Sample Soft Drink Sales,sales,Sales | By Sub-Category,bar,Clean,,,,,,,,,,
sales/Sample Soft Drink Sales,sales,Table,circle,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,@Download,text,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Map - Color Legend,line,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Monthly Sales Trend - Category,bar,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Monthly Sales Trend - Region,line,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Order Details | Show/Hide,text,Flagged,M4_numeric_agg_on_ordinal,WARNING,Field 'Calculation_774619140457381925' is ordinal (ordered category) but SUM is applied. Numeric aggregation on ordinal data can produce misleading results.,"Use COUNT or MEDIAN, or verify the field should be quantitative.",Calculation_774619140457381925,sum,ordinal,rows,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Sales by Category,bar,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Sales by Region,text,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Sales by Segment,circle,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Sales by Sub-Category,bar,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Sales by Sub-Category (HeatMap),pie,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Top Sales by State - KPI,text,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Top Sold Products - Tooltip,bar,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,Weekly Sales Trend - Header,area,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,YOY% -  Region,text,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,YOY% - Category,text,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,YOY% - Segment,text,Clean,,,,,,,,,,
sales/Sample Superstore - Sales Performance _ VOTD,sales,YOY% - Top States,text,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Customer Metric(BAN),square,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Customer card,circle,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Customer(chart),bar,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Customer(metric),text,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Order(chart),bar,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Order(metric),text,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Profit Margin(chart),bar,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Profit Margin(metric),text,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Profit(chart),bar,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Profit(metric),text,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Revenue(chart),bar,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Revenue(metric),text,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Sales by Product Category,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_989877169738666047' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_989877169738666047,usr,quantitative,cols,,
sales/Superstore Sales Dashboard #VOTD,sales,Sales(chart),bar,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard #VOTD,sales,Sales(metric),text,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard,sales,Alternate view,area,Clean,,,,,,,,,,
sales/Superstore Sales Dashboard,sales,Gauge,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_2620250596019077139' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_2620250596019077139,usr,quantitative,cols,,
sales/Superstore Sales Insights,sales,Bars- Category,bar,Clean,,,,,,,,,,
sales/Superstore Sales Insights,sales,Bars- Region,bar,Clean,,,,,,,,,,
sales/Superstore Sales Insights,sales,Bars- Segment,bar,Clean,,,,,,,,,,
sales/Superstore Sales Insights,sales,Customers Trend,line,Clean,,,,,,,,,,
sales/Superstore Sales Insights,sales,Sales Trend,line,Clean,,,,,,,,,,
sales/Superstore Sales Insights,sales,Sales per Cust Trend,line,Clean,,,,,,,,,,
sales/Superstore Sales Insights,sales,Tooltip - Customers Trend,line,Clean,,,,,,,,,,
sales/Superstore Sales Insights,sales,Tooltip - Sales Trend,line,Clean,,,,,,,,,,
sales/Superstore Sales Insights,sales,Tooltip - Sales per Cust Trend,line,Clean,,,,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,CY Sales,bar,Clean,,,,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Days to ship Down,text,Flagged,M4_numeric_agg_on_ordinal,WARNING,Field 'Days to ship + 1 (copy)_4058024754278985734' is ordinal (ordered category) but SUM is applied. Numeric aggregation on ordinal data can produce misleading results.,"Use COUNT or MEDIAN, or verify the field should be quantitative.",Days to ship + 1 (copy)_4058024754278985734,sum,ordinal,rows,,
sales/Superstore Sales Overview Dashboard,sales,Days to ship Up,text,Flagged,M4_numeric_agg_on_ordinal,WARNING,Field 'Calculation_4058024754278920197' is ordinal (ordered category) but SUM is applied. Numeric aggregation on ordinal data can produce misleading results.,"Use COUNT or MEDIAN, or verify the field should be quantitative.",Calculation_4058024754278920197,sum,ordinal,rows,,
sales/Superstore Sales Overview Dashboard,sales,Order Detail Table,bar,Clean,,,,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Profit KPI Difference,bar,Clean,,,,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Quantity KPI Difference,bar,Clean,,,,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Returns KPI Difference,bar,Clean,,,,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Sales KPI Difference,bar,Clean,,,,,,,,,,
sales/Superstore Sales Overview Dashboard,sales,Segment,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_4058024754624696373' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_4058024754624696373,sum,quantitative,rows,,
sales/Superstore Sales Overview Dashboard,sales,Top 5 Locations,pie,Clean,,,,,,,,,,
sales/Superstore Sales Overview,sales,Top States,circle,Clean,,,,,,,,,,
sales/Superstore Sales Overview,sales,cat pies,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_827536436645638151' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_827536436645638151,usr,quantitative,cols,,
sales/Superstore Sales Overview,sales,guage 1,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_761671304489918465' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_761671304489918465,usr,quantitative,rows,,
sales/Superstore Sales Overview,sales,pies,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_782218965056737307' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_782218965056737307,usr,quantitative,cols,,
sales/Superstore Sales Overview,sales,sales over time,bar,Clean,,,,,,,,,,
sales/Superstore Sales Overview,sales,segment bar,bar,Clean,,,,,,,,,,
sales/Superstore Sales Overview,sales,segment line,area,Clean,,,,,,,,,,
sales/Superstore Sales Overview,sales,target by month,bar,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,PLANT USE orders,bar,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,Plant use QTY ,bar,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,Plant use ship ahead,bar,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,Plant use ship late day,bar,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,Plant use weight,bar,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,Service level ban / wh,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_48695201005936644' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_48695201005936644,usr,quantitative,cols,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,avg daily capacity,circle,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,c1,bar,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,c1 (3),square,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,c1 (4),square,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,c1 (5),square,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,c2,bar,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,c3,bar,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,manifest (2),circle,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,plant for filters,square,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,scatter,circle,Clean,,,,,,,,,,
supply_chain/#RWFD Supply Chain Dashboard,supply_chain,service levels,bar,Flagged,M4_numeric_agg_on_ordinal,WARNING,Field 'Calculation_1178535757448830976' is ordinal (ordered category) but SUM is applied. Numeric aggregation on ordinal data can produce misleading results.,"Use COUNT or MEDIAN, or verify the field should be quantitative.",Calculation_1178535757448830976,sum,ordinal,rows,,
supply_chain/03 - Supply Chain Executive Dashboard,supply_chain, Risk Analysis,square,Clean,,,,,,,,,,
supply_chain/04 - Supply Chain Vendor Analysis Dashboard,supply_chain,City Vendor,circle,Clean,,,,,,,,,,
supply_chain/04 - Supply Chain Vendor Analysis Dashboard,supply_chain,Country Vendor,circle,Clean,,,,,,,,,,
supply_chain/04 - Supply Chain Vendor Analysis Dashboard,supply_chain,Factory Vendor,circle,Clean,,,,,,,,,,
supply_chain/04 - Supply Chain Vendor Analysis Dashboard,supply_chain,Regional Vendor,circle,Clean,,,,,,,,,,
supply_chain/05 - Supply Chain Volume Dashboard,supply_chain,Blue Dot,square,Clean,,,,,,,,,,
supply_chain/05 - Supply Chain Volume Dashboard,supply_chain,Red Dot,square,Clean,,,,,,,,,,
supply_chain/07 - Supply Chain Cost Dashboard,supply_chain,Buckets,bar,Clean,,,,,,,,,,
